nickname,age,gender,rate,review
yihuan1994さん,20代,女性,3,ただ辛いです正直に言えば、食べたら、がっかりしました。全然美味しくありません。口の中に残っているのはタダの辛さでした。
にりん8785さん,40代,女性,2,ただ辛いだけ味はあまり美味しいとか味わえずただ辛いだけ。。って感じでした。二口だべては食べれなかったです。
けい1807さん,30代,女性,5,美味しい美味しかった。でも私は普通のﾌﾟﾙﾀｯｸで充分かな。辛さを楽しめた。
f.fujimotoさん,50代,女性,4,"美味しいー！でもやっぱり辛いーー！
辛党ですが涙出ました。これ2人で半分ずつ食べる位で丁度いいかも(^w^)"
撫子87110さん,,,5,激辛を謳っているものを食べても、全然辛くない。と残念がる彼が辛い！という姿を見たくて購入しました。大成功です。普通のプルダックポックンミョンは平気でしたが、こちらは辛さで泣きながら食べてました。してやったりです。ただ辛いだけではなく本当に美味しくて、今度は自分で買うそうです。
レオにゃん3438さん,10代,女性,5,"びっくり通常のプルダックポックンミョンは食べたのですが、好奇心でこちらの2倍の辛さも食べてみたくなり購入しました｡
結論からいうと、はんぱねぇ……です｡笑""
味は通常のプルダックより、ソースの甘みが薄くなった代わりに2倍の辛さということもあり当然ながらスパイシーさが増してます笑""
何とか1つ完食しましたが、個人的には美味しく食べれるような状態ではなく、ゆっくり食べると当然からく、早く全然たべようとかき込んだら喉が焼けそうなくらい辛くて地獄でしたｗ 
胃への刺激が限界を超えたのか
翌日は朝からお腹の調子が最悪で腹痛に悩まされる1日でした｡(ﾟﾛﾟ) 
しばらくは多分トラウマで食べれないです笑"""
購入者さん,,,5,"インスタントラーメンの中では一番辛いんじゃないかと思います！
空きっ腹で食べると一日中腹痛に苦しめられます。。笑
でも辛いだけじゃなく旨味と甘味があって美味しい！
ついついリピートしてしまいます。
ただ美味しいままで食べれるのはスタンダードなプルダックかな。"
購入者さん,,,5,辛党万歳！この辛さ、はまりますね。大満足です。辛党にはオススメです。
19900671さん,20代,女性,1,違うのが届きました笑これを頼んだはずがマーラープルタック？が届きました笑 初めて頼んだのでよくわからなくて開封してしまいました。また今度頼みたいので次こそはこれが届いて欲しいです。(^^)
はまみ3995さん,40代,女性,1,"個包装に破れ！5個入りのパックで買って開けてみると1個穴が開いていました。こちらのお店に連絡しても返信がない。感じの悪いお店です。
商品は辛かったけど、慣れると美味しいです。"
購入者さん,,,3,辛いねぇ旨い♪ 出来上がった麺は焼きそばみたいに食べ 残ったスープは 卵入り雑炊にして2度美味しい。
よっちゃん06045683さん,40代,女性,5,料理をして、おいしいお出汁やスープが残ったときに、勿体ないので、サリ麺を入れて食べてます。おいしい麺ですね。
みさこちゃん(*^o^*)さん,40代,女性,5,より良いものを、お手頃価格で。韓国のインスタント麺は生麺みたいにプリっとした麺が多いので、簡単でラクなので、ジャージャー麺の素をそれにかけて食べようと 購入しました。白くて クセの無い麺でしたので、やはり鍋とかには向いてるか。ジャージャー麺の素には も少し黄色の中華麺みたいな方が良かったかな。 でもこれはコレで安いし良かった。
ケリー5055さん,30代,女性,5,安くてとてもおいしかったです。また購入したいです。
購入者さん,,,5,安いし何にでも使えるとってももっちりしていて美味しいです。チゲ鍋にも入れますが、韓国料理じゃなくてもカレーラーメンにしたり、我が家は何にでも使っています。
猫神家の一族さん,40代,女性,4,スープは付いていません。麺はもちもちしてて美味しいと思いました。
購入者さん,,,5,"便利です鍋のしめや、トッポギに入れるときに使っています。
もちもちしていてとても好きです。
値段も安いので使いやすいです。"
みしゃ7336さん,30代,女性,5,"韓国料理プデチゲ用に購入。
スープは必要ないので、これがちょうどよいのです。
プデチゲにするなら４〜5人分の鍋に2袋で十分足りますよ。"
かあさん本屋さん,30代,女性,4,スープなしの、お鍋に入れる麺だったんですね。知らずに注文したので驚きましたが可もなく不可もなくおいしかったです。
購入者さん,,,5,"常備品です。他の商品でこちらに辿り着き、今までのショップより安かったのでポチリ。
鍋後には欠かせません。
太目の麺は2人で1袋で十分です。"
購入者さん,,,4,"気になっていた可愛いパッケージで、気になっていたので購入!
色んな味が楽しめて良かったです。
ちょっと私には辛すぎたけど調節しながら食べれば美味しかったです。"
購入者さん,,,5,最高わざわざ新大久保に行って購入してたので、こちらで購入出来て良かったです。
あーちゃん3551さん,20代,女性,5,"発送が思っていたより早かったです。
クセになる辛さでまたリピしたいと思います。"
こほ0307さん,40代,女性,5,美味しくて病みつきです。何度もリピートしてます。
こほ0307さん,40代,女性,5,美味しくて病みつきです。何度もリピートしてます。
にゃろくろちさん,20代,女性,4,"ずっと、食べたかったので注文させて頂きました！
間違えて2箱頼んでしまい問い合わせた所スタッフさんの対応がとても親切で助かりました(*_ _)
また機会があれば注文したいと思います。"
購入者さん,,,5,"気になっていた味が
色々試せてよかったです！"
購入者さん,,,2,"日曜日に購入し、祝日を挟んで発送連絡を待っていたのですが連絡は無し。
金曜日まで待っていましたが、やはり連絡はなし。
お問い合わせで、いつ発送されるのかを確認するメールを入れたが返事なし。
すると、その日の夜に配達会社の方から、荷物のお届け連絡が来ました。
お忙しい中だとは思いますが、
メールの返事が欲しかったです。不安になります。
こちらのお店で購入は今後しません。"
sing 512さん,40代,女性,4,"辛そう&#8252;&#65039;
韓国語読めないので
ネットで食べ方調べ
辛いもの好きに配布しました"
m0129mさん,40代,女性,5,"超美味かったです
辛いのがやみつきになります"
ゆきぶ0229さん,30代,女性,5,"痛かった〜辛くて、汚い話ですが軽い痔になりました笑
でもクセになる味です^^また頼みます☆"
購入者さん,,,5,"美味しい日頃から激辛大好きで、ナポリタンもデスソースとかサドンデスソースを使うくらい（笑）
この商品はどのくらい辛いんだろうと思い購入しました。
届いてすぐに食べてみました。
辛いけど、韓国料理独特の甘辛でした。甘辛辛くらいかな？
でも美味しかったです。"
購入者さん,,,5,"すごく辛いです。
でも、美味しくいただきました。"
みっきゃん２さん,60代,男性,5,"一般人には辛いかも・・・娘がお試しで購入！ 辛党にはお勧めかも・・・
ホームステイしていた韓国の学生曰く『これは子宮に悪い・・・』とか(笑)
とりあえず５袋完食(笑)"
購入者さん,,,5,"ﾋｨｨｨｨｨ(ﾟﾛﾟ;ﾉ)ﾉ辛い！痛い！
こういうの求めてた！
恐らく1番辛痛いインスタント麺であろう。"
購入者さん,,,1,"もう頼みません発送が遅れているのに連絡もなく、ただただ待たされて、こちらから連絡すると発送係のミスだと言われました。絶対に食品が確保できてなかっただけだと思います。
きちんと対応していただきたかったです。
安くて良いと思っていましたが対応面でもう信用できないので頼みません。"
購入者さん,,,5,"しめに最高いつも家で韓国料理の鍋の〆にしようしています。
最高から"
購入者さん,,,5,プデチゲ用に購入です。お値段が安くビックリしました！助かりました。
購入者さん,,,5,我が家の冬の定番。初めてサリメンを知ってから我が家で鍋をする時はいつもこれを入れてます。鍋に入れるために買っているので粉末スープがついていないのが都合良いです。さっそくキムチチゲに入れて食べたいと思います。
がんばるマン１３８さん,50代,男性,5,鍋に鍋の締めには、最高です。麺だけなので、粉スープが、無駄になる事もなく経済的です。
購入者さん,,,5,今、ラポッキにハマっていて、こちらの麺が欠かせません。煮込んでも伸びないので美味しくいただけます。
ゆのゆの0308さん,30代,女性,5,"我が家は鍋のシメはこれです。
ラッポキにも使います。
かさばるしまたまとめ買いしたいです。"
森湖チャン1953さん,60代,女性,5,"森湖チャン韓国のラーメンは伸びなくて重宝してます。
スープなしですが日本のスープをスーパーで買って日本風ラーメンにしたり香味ペーストやウェイパーや鶏ガラを調整してラーメンを作ってます!!
今までスーパーで買ったサリメンと銘柄が違いましたが、このサリメンも同じく伸びなく値段も凄く安かったので叉リピート決定です！"
購入者さん,,,1,"この店は頼んだものが破損していたり、足りないと連絡しても一切連絡してこない悪質な店です。
商品は普通"
りこたんママさん,40代,女性,5,"息子の非常食辛い物好きで辛ラーメンでは物足りなくなってしまった息子用です。
店舗で買うよりも安いし、普通のスーパーでは手に入らないので助かります。
ラーメン作っているだけでむせて目に染みる辛さです。"
けんぼー88さん,20代,男性,5,"めちゃくちゃうまい！これは癖になります！
かなり辛いので、チーズと卵をかけて食べてます。また、オススメは少し多めの水を入れて調理するとちょうどいい麺の仕上がりになります！
リピート確定です。
リピート限定クーポンあれば絶対買います！"
こたんな7529さん,50代,女性,5,"刺激的な味辛いのですが一度、食べたら病みつきです。
スーパーでは売ってないので、専門のお店で買ってましたがネットで購入できるのを知り、40食一箱はリピート買いです。
ソースがもったいないので、３食分作った時はソースを2袋分、残しておいて市販の麺を買ってきて作ってます。"
@猫村さん,20代,女性,5,丁寧な対応でした幾つかメールで質問させて頂いて、その都度丁寧な返信を頂き安心して買うことが出来ました。届いた商品にも大変満足しております。
購入者さん,,,5,"美味しすぎて…辛いのが大好きでこのラーメンは最高に美味しいです&#9825;
少し高いので頻繁には買えませんが、お金に余裕がある時はまとめて買っています！
この辛さ、ホントにクセになります。"
Kyuu19970304さん,20代,女性,5,"配達は速いです配達はすごく速くて、麺も美味しかったです。
また購入したいです。"
fanniemikanさん,20代,女性,3,"四十袋買ってゆっくり食べたいと思っていましたが、まさか4ヶ月後で賞味期限切ります。
ネットで調べたら元々一年の賞味期限があるはずなのに。
一人で4ヶ月以内食べきれないから、友達にあげるしかない。"
ハイジ4709さん,50代,女性,5,"注文番号：277094-20150224-0852171310
最初は辛くなくて、美味しく食べていたのですが、
半分くらい食べたところで、めちゃくちゃ辛く、舌が痛くなりました（＾＾；）
でも、美味しいのでこれからも食べ続けると思いますが。。。
値段が高くなったので、もうこちらのショップでは
買うことはないですね。"
ｎ1121335さん,30代,女性,4,"辛すぎる（笑）レシピが分かりづらいのでネットで検索しました。
  水600mlで5分間茹で
→水を8スープン残してお湯切り
→弱火で液状スープを入れ30秒間炒め
→火を止めて、煎りゴマと刻み海苔フレークを入れよく混ぜる。
お湯はほとんど残さなくて良かったです。
しかし辛いです！最初はおいしい〜と思って食べ始めますが半分辺りから牛乳片手に休み休み。
食べ終わってもしばらくは唇がヒリヒリしてます。
でもまた食べたくなってしまうんですよね〜
おすすめの具は魚肉ソーセージ(薄切り)、刻み海苔追加です。
辛いもの好きな方はぜひ！"
yama19800728さん,30代,男性,5,くせになる味はじめは韓国料理のお店で韓国人の友達から勧められお土産としてプレゼントしてもらい食べました。美味しくてまた買いたいと思っても文字が読めず、ネットで探してやっとここにたどり着きました。最高です。また買いたいと思います。何度食べてもカラうまで、辛いのが苦手な方はヨーグルト片手に食べましょう。送料が700円位かかるので、大量買いしたほうがお得です。なぜならまた食べたくなるからです。参考までに。個人的には冷やしが好きです。
購入者さん,,,5,めっちゃ辛いです！辛党の私ですが、この焼きそばは完食まで30分かかり、麺1本1本でないと食べれません。でも病み付きになる味です。冷蔵庫で冷やすと辛みが和らぎますよ (￣一*￣)b
購入者さん,,,5,美味そう！ずっと気になってて、売っていたので買いました！辛い物大好きなので食べるのが楽しみです。発送早くてビックリしました。とても助かりました。また利用します。ありがとうございました。
購入者さん,,,5,"やっぱり美味しいです。激辛です。辛党の友人と食べました。苦手な人は、決して食べれない辛さですねぇ…
食べた後は唇がメチャクチャ痛いですよ(>_<)"
購入者さん,,,4,激辛でした。友人へのプレゼントですが、とても喜んでくれました。私は一本(1&#13213;ほど)食べましたが 無理×2でした。辛党の友人達は 美味しくて辛いから好きだと言ってました。
かおりん09290121さん,50代,女性,5,美味しいです。何時も、少し多目にお湯を残して作っています。完全な焼きそばでは無いですが、この食べ方、好きです。
購入者さん,,,4,"初購入種類別のラーメンを2つ頼みました
指定時間も遅れることなく届きました
満足してます。また利用したいと思います"
murakushi1984さん,20代,男性,5,大満足早い配送。品質も問題無し。価格も良い。今後も使っていきたい。
購入者さん,,,5,"ちょっぴり甘くて、ものすごく辛い。
辛いものが好きなので、この辛さはうれしいです！"
summerxiamiさん,20代,女性,4,辛さは確実です。辛い物好きの方は試していいでしょう。
dearkyle3380さん,40代,男性,3,"危険★危険この辛さは普通じゃないです。
ＣｏＣｏ一で５辛以上普通に食べられる人のみおススメします。
自分も韓国の辛いラーメンは好きですがこれだけは半分も食べれず諦めました。
辛らーめんより10倍は辛いと思います。
罰ゲーム用かと思いました。"
ta4033さん,40代,男性,5,値段がお手軽でしたが大変気に入りました。
はやり4106さん,50代,女性,5,やはり、これは欠かせないご飯どうしようかなー。と思うと、食べたくなり、美味しいし、簡単なので、常に家にないと困る位です。なくなる前にまた、注文したいと思います。
購入者さん,,,5,送料込みで最安値だと思いますモチっとした麺と旨辛ソースにハマりました。無くなったらまたリピします。
まき25922519さん,30代,女性,5,"からい！からさ二倍が近所に置いてなくて念願の購入です(^^)
期待通りのからさ
汗かきました"
購入者さん,,,5,"辛いこのシリーズ大好きで今回は辛さ2倍を購入しました。とても辛いです。辛いというか痛いです。けど味は本当に美味しいです。麺はもちもちで甘辛く、ただ辛いだけではないのでとてもハマります。
辛いもの好きにはオススメです。"
オズウェルさん,20代,男性,3,味が…。よくYouTubeで美味しいとか言われてますが、イマイチでした。麺は、辛ラーメンのものより太いです。その為か麺に味が染み込んでいないのと、豚ベースのダシ？がした気はしますがピリピリとした辛さは多少ありますが、そのせいで味わいが薄い。間違えてスープタイプのこの商品を購入してしまいまだ、余っているのは湯がいて炒めて試してみようと思います。
購入者さん,,,5,"頼まれ物娘がどうしても食べてみたいというので・・
辛くて最後まで食べ切れなかったようです。一度お試しあれ。"
購入者さん,,,5,これこれ！しばらく我慢していたのですが、無性に恋しくなって買いました。これこれ！この味！私は3/4タレを使って麺を作って、鍋のまま食べて残り3/4麺を残した物にご飯を足して、残りのタレをかけてから火に再度かけて少し焦げてきたら火からおろして食べるというやり方が好きです。これを麺の時からエゴマの葉で包んで食べるともう最高です！！チーズを足しても食べやすいかも♪
購入者さん,,,5,大好き!韓国のラーメンには辛さの中にきちんと旨みがあるので大好きなのですが、中でもハマっているのがこのラーメンシリーズです！何か薬でも入ってるのかな（笑）ってくらい中毒並みにハマってます。大好き!
購入者さん,,,5,まだ食べてません買ってみたけれど怖くてまだ食べていません。笑
購入者さん,,,5,満足です。辛党のあたしは大満足です&#127925;２倍っての気になって購入です〜。正解…癖になりますよ！
購入者さん,,,1,"梱包が雑やっと届いていざ開けると中身は衝撃を緩和してくれる物が一切入れられてなく案の定インスタント麺が粉々。
食べるのを楽しみにしてただけに残念
もうこちらでは頼みません"
ryu-ga924さん,40代,女性,5,"お買い得商品です！！
韓国の食べ物に今、はまってて…
鍋には最高な全て揃ってて最高ですね★"
購入者さん,,,5,"中国タンメン（春雨）を初めて食べましたが
もちもちしていておいしかったです。
トッポギ も量が多くてびっくりしました。
違う商品も一緒に買ったので、
おまけでタンメンがもう一袋入って
いたので嬉しかったです。
お得だと思います。"
購入者さん,,,5,美味しかった！結構量が入っているのに安価なのが有難い。あとわざわざ日本語のシールを貼ってくださっているのも有難い！すこし辛めだけど美味しかったです！また買います。
購入者さん,,,5,以前他のショップさんでトッポギは購入したことがあり、美味しかったのでまた購入しました。春雨がとても美味しそう！
購入者さん,,,3,激辛でした。量すごい多いです。春雨太くて美味しいです。
25まな25さん,40代,女性,5,満足辛いけど全然平気〜!!美味い!!商品が届くのが早かった
購入者さん,,,5,辛さ満足！ おいしくいただけます。激辛が大好きで期待を込めて購入！ 袋に書かれている作り方は？なのでYouTubeを参考に作りました。 肝心の味は…かなり辛い…がすごくおいしいです。ココイチの10辛は余裕ですが、このブルダック痛め麺 激辛2倍は食べた後の辛さがかなり後を引きます。 でもおいしいのでリピート購入しちゃいますね。 ちなみに湯切りするのですが、完全に湯切りしちゃうと辛さが半減しるように思います。 少し水分を残して作るのが激辛でいただくコツのようです。
購入者さん,,,5,"辛いです！
普通のプルダックも辛いほうだと思ってますが、さすが2倍。
しばらく口がヒリヒリ、でもおいしかったです。
限定品なのかな？また注文します。
かなりの辛党でないと危険だと思うので、興味本位では買わないほうがいいかもしれません。。"
みわ901さん,30代,女性,4,"凄く凄く辛い！やっと食べました！
めちゃくちゃ辛い！
痺れる辛さではないですね。
何がこんなに辛くするのか・・・
牛乳効果もない辛さでした。
しかし、最初の頃は美味しいんですよね。
美味しいけど辛い、辛いけど美味しい。
この攻防戦がやみつきになりそうです。が、友人達とラーメンパーティする予定だったのですが、賞味期限間、購入から近すぎて切れてしまったので星マイナス1です。"
購入者さん,,,5,最高！食べれる辛さで美味しかったです！また購入します！
ニーチェ・イヌビッチさん,10代,女性,5,"クセになる辛さ初めて購入しました。辛いですが、クセになります。激辛大好きな私と息子はとても気に入りました。次回は違う味をリピートしたいと思っています。
卵黄を乗せると辛みがマイルドになるのでオススメです。
日本語の説明がなかったので、ネットで作り方を調べました。レシピがあれば尚良し。"
Fumosさん,50代,女性,5,"辛い!!
でも もちもちの太麺と汁のない濃厚な味がやみつきです。
でも日本人には辛いと思います。"
may5519さん,30代,女性,5,辛い。毎回、辛すぎて無理！と思いながら食べるのですが、何故かまたリピしてしまう商品です。もう4〜5回購入してしまっています。味は美味しいので、チーズをかけて食べると辛さがおさまるのでおススメです。
購入者さん,,,5,"本当においしい！
何回も買ってます！ここのお店は
安くて配送も早いのでこれからも
利用させていただきます\( &#710;o&#710; )/
すごい辛いですがクセになる味です！！"
pinkygirlみらいさん,50代,女性,5,"美味しいです凄く辛いですが
美味しいです
辛いのが苦手な人には無理かも？"
あかりんご！812さん,10代,女性,5,病みつきになる味ですプルダック麺にハマってこちらを購入しました。激辛だけど癖になって美味しいです！また買います！
購入者さん,,,5,好きすぎるYouTubeとかで有名になったけど、そんなに食べられないほど辛いかなー？辛いだけではなく味も美味しい。ほんっとすき。
Love061さん,,,5,I love it. Very spicy.
pinkygirlみらいさん,50代,女性,5,"痛い！これは、辛いと言うより
痛かったです(*´-`)
皆んなで楽しく食べました"
購入者さん,,,5,"スゲ〜辛い強烈過ぎ！
口の中で針が刺さりまくり
でも、ヤミツキ"
on49109276さん,30代,女性,4,"発送早かったんですけど発送早かったんですけど、
中身確認したら、普通のブルダック麺がきて
びっくりしました。
でも、対応が良くてすぐ返品交換してもらったので
よかったです。
普通のブルダック麺の40袋も
購入してもよかったので
サイトに上がることを希望します^ ^"
あゆみ5433さん,,,4,美味しいお店だと200円くらいするので、送料無料でこの値段は安いほうなのかな。5袋1セットのものが8個入ってました。あと少し安くなれ！の気持ちで-☆1なので、かなり満足してます。
我mamaさん,20代,女性,4,値段が高いけどまずまず美味しいです！もう少し安いといいですね
大豆3405さん,50代,男性,5,"いつもは新大久保で買ってます。いつもは新大久保で買ってます、コチラの方が割安？
味は結構キツイですが癖になると思います。"
2080intelさん,50代,男性,4,家に居ながら便利で楽しい楽天でのショッピング！又利用します。
01050602さん,50代,男性,4,オススメします結構辛いけど、クセになる美味しさです。でもそこそこカロリーが高いので食べすぎに注意。
けい1807さん,30代,女性,3,まあまあ4倍ではないと思う。2倍と同じくらい。味はまぁまぁ美味しいと思う。
購入者さん,,,3,"クセのある味香りというか味というか少しクセがあります。好き嫌いが分かれるかもしれません。
辛さは2倍のものより辛くないです。
美味しいですがリピはちょっと考える感じです。"
購入者さん,,,5,"発送が早い！発送が早くてありがたいです！
ありがとうございます！"
購入者さん,,,5,"韓国ラーメンで1番お気に入りキムチの味がちゃんとしてコクがあってすごく美味しいラーメン。
炒め麺も美味しいけど、こっちの湯麺の方が好き！
一番好きな韓国インスタントラーメン。
激辛なので苦手な人は注意！"
244LOVE LOVEさん,40代,女性,5,いつもの味おいしくてやめられません。辛さの中に海鮮の味がします。
購入者さん,,,4,"汁なしのポックンミョンよりは辛さ度合いはやや低めな印象です。
味はやはり似た感じでかやくにもちゃんときざみのりが入っています笑
スープにはとろみがあり麺は太目でよく絡みますねー
そのおかげで食べる時にはしばらくアツアツです。
辛さももちろんあるのですが、味のベースとしての甘味がとても強く、甘辛いのが大好き！とかでないとだんだん味にしんどくなってくると思います。。甘味料？みたいな甘さですかね。結構主張してきます、冷めると特に。
（汁なしのほうがヒリヒリと辛く味の濃さもある印象です。）
家族はこちらのタンミョンのほうが辛さが抑えられているといって気に入ってズルズルと食べています^^
甘味が苦手な私はポックンミョン派です^^"
購入者さん,,,4,"注文してからすぐに発送していただき、あっという間に届きました。
ブルダックボックンミョンのカルボナーラの味が大好きなので３本ともカルボを注文。
ボックンミョンにはカルボの味付け粉末と真っ赤なソースが入っていますが、その真っ赤なソースだけだったのですね！
てっきりあのカルボ味そのものかと勘違いしてしまいました。
でも美味しくてやみつきなので重宝します。"
h.s1123さん,40代,女性,5,もう何回も頼んでいます。ここが1番安いと思いますよ？プルダックぽっくんみょんが大好きで辛さにも慣れていき足りないので追加してます！三本とも赤。
クラウス0126さん,40代,女性,5,"ありがとうございますすぐに商品届きました。
迅速な対応ありがとうございます。"
購入者28448995さん,50代,女性,5,"ヤミツキです配送手配もはやく○商品変更の連絡も素早く○
ありがとうございます。
そして、そして3種類とも超辛旨○（好みはあると思いますが）私はブレンド使いしたりもします。ハマり過ぎて毎日、毎食使ってます。今やなくては困るwなので即リピしました。"
